Name	Set	ImageFile	Cost_Influence	Type	SubType	Diplomacy	Intrigue	Psi	Leadership	Military	Marks	Rarity	Fixeds	Collector	Text
Max Eilerson (on ledge)	Crusade	08-096	7	Character	Neutral	2	4	  	  	  		Rare 1		08-096 R1	Corporate. Crusade. Explorer. Max Eilerson may sponsor enhancements as if he were a member of every race. Max Eilerson may have enhancements target him as if he were a member of every race.
Meddling With the Unknown	Crusade	08-097	  	Contingency	Character	  	  	  	  	  		Common		08-097 C2	Play on your ambassador or a Techno-mage character. Reveal during the Draw Round and target a player who, through a card he played this turn, will cause a round of play next turn to be skipped for all players. That player loses 2 influence and you may draw 4 cards. Each player may only be targeted with this card once per turn.
Monopoly	Crusade	08-098	  	Conflict	Diplomacy	  	  	  	  	  		Uncommon		08-098 U2	Limited. Corporate. Cannot be initiated if any player is targeted by Monopoly. If successful, draw 4 cards, and this card becomes a Faction Enhancement targeting you with the following text: Other players may not initiate Trade Pacts unless they target your race. Whenever another player plays Trade Windfall, you gain +2 influence. Each turn you may apply additional influence equal to the number of States of Free Trade in play.
''Mr. Jones''	Crusade	08-099	9	Character	Human	2	2	7	  	  		Common		08-099 C2	Multiple. Any ISA member may sponsor Mr. Jones at normal cost. Mr. Jones inflicts +2 damage and has +2 damage resistance during attacks using Psi.
Nanotech Plague	Crusade	08-100	  	Conflict	Military	  	  	  	  	  		Uncommon		08-100 U2	Irrevocable. Requires 5 Shadow Marks. Apply 11 influence and target another player. Aftermaths cannot be played at resolution of this conflict. If successful: gain +2 influence, the target must neutralize one of his characters and one of his fleets (if possible), this conflict returns to your hand, and you may target the same player with it next turn, for free, with no requirements, as an additional conflict. If you win this conflict 5 times against the same player, he is eliminated from the game. If unsuccessful, remove this card from the game.
Natchok Var	Crusade	08-101	6	Character	Neutral	2	3	  	  	  		Uncommon		08-101 U2	Crusade. Explorer. Your Unrest must be 1 to sponsor this character. You cannot play any card that could increase your Unrest. As an action, rotate to search your deck for the first event you find that can increase a character's ability (or abilities) and place it in your hand.
Navigator Robertson	Crusade	08-102	5	Character	Neutral	  	  	  	2	  		Common		08-102 C2	Crusade. Navigator Robertson becomes loyal to your race immediately after you sponsor her.  While leading a fleet, that fleet may participate in Leadership Conflicts using Military.
New Team	Crusade	08-103	  	Aftermath		  	  	  	  	  		Common		08-103 C2	Crusade. Explorer. Legacy. Promote (for free) your Crusade character who supported your Crusade conflict, your Explorer character who supported your Explorer conflict, or your Legacy character who supported your Legacy conflict. (Discard this aftermath after play.)
New Uniforms	Crusade	08-104	  	Aftermath	Won	  	  	  	  	  		Common		08-104 C2	Play on a conflict you initiated which had no target and did not provide you influence or power. Search your deck and take one character loyal to your race into your hand. (Discard this Aftermath after play.)
Not Dead Yet	Crusade	08-105	5	Event		  	  	  	  	  		Rare 2		08-105 R2	Ready one of your characters who rotated to sponsor or promote a card this turn.  Or purge a Destiny, Conspiracy, Shadow, or Vorlon mark to discard one aftermath of your choice targeting a character you control.  After playing this event you may purge three Marks, except Doom or Strife Marks, to return it to your hand.
Nova Dreadnoughts	Crusade	08-106	6	Fleet	Human	  	  	  	  	3	2x Strife	Rare 2		08-106 R2	Multiple. If you are at war, as an action you may rotate a General you control and discard a card from your hand to return one of your neutralized Nova Dreadnoughts to your hand.
Nowhere to Hide	Crusade	08-107	5	Enhancement	Faction	  	  	  	  	  	Destiny	Rare 2		08-107 R2	Limited. Your ambassador gains +2 to all his abilities and a Destiny Mark. Whenever a player's tension toward another race increases or attempts to increase because of a card he plays or controls, he must discard a card from his hand if possible.
Null Field	Crusade	08-108	4	Event	Drakh	  	  	  	  	  		Common		08-108 C2	Target up to 4 fleets you control; those fleets cannot attack or be attacked this turn.  Or target a fleet with no leader that is opposing a conflict you initiated. It applies no opposition at resolution.
Onslaught	Crusade	08-109	  	Agenda		  	  	  	  	  		Uncommon		08-109 U2	Whenever you win a Military Conflict that targeted another player, rotate to search your deck for a fleet loyal to your race and put it in your hand. If you have at least 50 printed Military in ready fleets, you may rotate this agenda to initiate a Military Conflict. Other players' fleets which may only participate in conflicts targeting their controller may participate in this conflict. If you win this conflict by 20 or more, you win a Standard Victory this turn. If you lose this conflict, remove this agenda from the game.
Opportunity Knocks	Crusade	08-110	  	Aftermath	Lost	  	  	  	  	  		Common		08-110 C2	Corporate. Rotate a Corporate character you control to play this aftermath. The conflict's initiator must transfer 1 influence to the faction that provided the single most opposition. (Discard this aftermath after play.)
Organelle Transfer	Crusade	08-111	4	Enhancement	Character	  	  	  	  	  		Common		08-111 C2	Legacy. Target a Techno-mage. As an action, rotate the target and designate a neutralized supporting character you control. For the rest of this turn, the designated character may heal as if he was an Inner Circle character, and is not discarded during the Draw Round. Or, as an action, discard this card and designate an Inner Circle character you control; for the rest of this turn, the designated character heals as if he was your ambassador.
Out of My Sky	Crusade	08-112	  	Conflict	Military	  	  	  	  	  		Common		08-112 C2	Apply 10 influence during the conflict round (only) and target another player who has less than 10 influence. Diplomacy may be used in this conflict. Only you and the target may attack in this conflict. If successful, gain +1 influence, and if you have at least 60 support, the target is eliminated from the game.
Personal Crusade	Crusade	08-113	6	Enhancement	Character	  	  	  	  	  		Common		08-113 C2	Target a ready non-ambassador Inner Circle character who was sponsored. If the target is neutralized, return the target and this card to their owners' hands. If the target's controller wins a conflict, he may discard this enhancement from the target.
Pieces of the Puzzle	Crusade	08-114	  	Aftermath	Won	  	  	  	  	  		Common		08-114 C2	Explorer. Target one of your participants in the conflict.  As an action, you may discard 3 copies of this card from play to gain +1 influence.
Portrait of the Past	Crusade	08-115	6	Event		  	  	  	  	  		Common		08-115 C2	You must have no cards in your Crusade Pile to play this event. Choose the bold-face term specified in your A Crusade... enhancement (Corporate, Crusade, Explorer, or Legacy). Take all cards of that type from your discard pile, shuffle them, and place them under your A Crusade... enhancement as your new Crusade Pile.
Pro Zeta Corporation	Crusade	08-116	8	Group		  	  	  	  	  		Uncommon		08-116 U2	Corporate. Must be sponsored by a Corporate character. As an action, rotate this group, target any number of Corporate Characters you control who are not participating in a conflict, and apply 3 influence for each character to ready those characters.
Probes	Crusade	08-117	  	Conflict	Leadership	  	  	  	  	  		Common		08-117 C2	Explorer. If successful, this conflict becomes a Faction Enhancement targeting you with a Probe Token on it for each point by which the conflict succeeded. As an action, rotate this enhancement and remove any number of Probe Tokens to provide +1 support or opposition to a target conflict for each Probe Token removed. Discard this enhancement if it has no Probe Tokens.
Protected	Crusade	08-118	  	Contingency		  	  	  	  	  		Common		08-118 C2	Legacy. Target a Techno-mage character or fleet. Reveal when the target is attacked to cancel the attack; the attacker remains rotated. Or reveal when the target, and only the target, is targeted by an event or aftermath to cancel that event or aftermath.
Psychic Projection	Crusade	08-119		Event		  	  	  	  	  		Common		08-119 C2	Target a mundane.  For the rest of the turn you may, as an action, rotate a teep you control to put one point of damage on the target.
Quarantine	Crusade	08-120	5	Enhancement		  	  	  	  	  		Uncommon		08-120 U2	Crusade. Only 3 copies of this card may be in play at any time. Target a supporting character or fleet with a printed cost. The target cannot attack or participate in conflicts while targeted by this card. As an action, the target's controller may apply 13 influence minus the target's printed cost (if any) to move this card to any other legal target.
Quick to Anger	Crusade	08-121	5	Enhancement	Faction	  	  	  	  	  		Uncommon		08-121 U2	Legacy. Whenever one of your Techno-mage characters or fleets is attacked, the attacker suffers an additional +2 damage during the attack and you may immediately rotate this enhancement and apply 5 influence to give the attacker a Doom Mark.
Record Returns	Crusade	08-122	  	Conflict	Diplomacy	  	  	  	  	  		Uncommon		08-122 U2	Limited. Corporate. You must rotate a Corporate Character to initiate this conflict. Cannot be initiated if any player is targeted by Record Returns. Only Corporate Characters may support this conflict. If successful, this card becomes a Faction Enhancement targeting you with the following text: Each turn you may apply additional influence equal to half your influence rating (round up) as of the beginning of the turn.
